element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(10^8 s^-1),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Th,1,"=""551.5845""","=""0.0003""","=""31""","=""""","=""""",,"=""2.421710998""","=""4.66886858""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
Th,1,"=""551.65845""","=""0.00009""","=""25""","=""""","=""""",,"=""2.233126549""","=""4.47998327""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
Th,1,"=""551.7455""","=""0.0003""","=""31""","=""""","=""""",,"=""2.299833145""","=""4.54633473""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
Th,1,"=""551.7618""","=""0.0003""","=""18""","=""""","=""""",,"=""2.624137715""","=""4.87057364""","=""5f.6d.7s2""","=""3D*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L12239""",
Th,2,"=""551.77953""","=""0.00008""","=""43""","=""""","=""""",,"=""1.88910239""","=""4.13546643""","=""6d3""","=""4P""","=""3/2""","=""5f.(2F*).6d2.(1S)""","=""*""","=""5/2""",4,6,,"=""""","=""L5951""",
Th,1,"=""551.8152""","=""0.0003""","=""12i""","=""""","=""""",,"=""3.071053350""","=""5.31726661""","=""""","=""*""","=""3""","=""""","=""""","=""4 or 5""",7,9,,"=""""","=""L12239""",
Th,2,"=""551.87242""","=""0.00008""","=""42""","=""""","=""""",,"=""1.957336792""","=""4.20332265""","=""6d3""","=""4P""","=""5/2""","=""6d2.(1G).7p""","=""*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,1,"=""551.898957""","=""0.000018""","=""640""","=""""","=""""",,"=""2.026726250""","=""4.27260422""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L18702""",
Th,1,"=""551.92354""","=""0.00003""","=""310""","=""""","=""""",,"=""1.920524884""","=""4.166302781""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L5951""",
Th,2,"=""552.03420""","=""0.00009""","=""34""","=""""","=""""",,"=""1.038846135""","=""3.284173671""","=""5f.7s2""","=""2F*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""5/2""",8,6,,"=""""","=""L5951""",
Th,1,"=""552.07497""","=""0.00007""","=""50""","=""""","=""""",,"=""2.916238418""","=""5.16140002""","=""""","=""*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
Th,2,"=""552.0753""","=""0.0004""","=""75""","=""""","=""""",,"=""3.50178652""","=""5.74694359""","=""6d.7s.(3D).7p""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,1,"=""552.0955""","=""0.0003""","=""14""","=""""","=""""",,"=""2.128325734""","=""4.37340379""","=""6d3.(2H).7s""","=""3H""","=""5""","=""6d3.7p""","=""5G*""","=""5""",11,11,,"=""""","=""L12239""",
Th,1,"=""552.14522""","=""0.00024""","=""32""","=""""","=""""",,"=""1.622774763""","=""3.86765020""","=""6d3.(2G).7s""","=""3G""","=""3""","=""5f.6d3""","=""5I*""","=""4""",7,9,,"=""""","=""L12239""",
Th,1,"=""552.175325""","=""0.000024""","=""500""","=""""","=""""",,"=""2.383885923""","=""4.62863985""","=""5f.6d2.7s""","=""5I*""","=""6""","=""5f.6d2.7p ""","=""5K ""","=""6""",13,13,,"=""""","=""L5951""",
Th,1,"=""552.21070""","=""0.00009""","=""30""","=""""","=""""",,"=""1.966871474""","=""4.21148155""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""552.2416""","=""0.0003""","=""24""","=""""","=""""",,"=""2.226743183""","=""4.47122650""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""552.26118""","=""0.00009""","=""28""","=""""","=""""",,"=""1.936507287""","=""4.180911947""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""552.31676""","=""0.00005""","=""85""","=""""","=""""",,"=""2.026726250""","=""4.27090529""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""552.32724""","=""0.00009""","=""27""","=""""","=""""",,"=""3.313312690""","=""5.55744937""","=""5f.6d2.7s""","=""5G*""","=""6""","=""""","=""""","=""5 or 6""",13,11,,"=""""","=""L5951""",
Th,2,"=""552.3431""","=""0.0004""","=""150""","=""""","=""""",,"=""2.59982638""","=""4.84390016""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""","=""5f2.(3F).6d""","=""""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,1,"=""552.3451""","=""0.0003""","=""40""","=""""","=""""",,"=""2.695174721""","=""4.93923863""","=""5f.6d2.7s""","=""5G*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""552.35419""","=""0.00009""","=""30""","=""""","=""""",,"=""1.336940873""","=""3.580968332""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""552.39527""","=""0.00009""","=""30""","=""""","=""""",,"=""1.920914392""","=""4.16477456""","=""6d3.(2H).7s""","=""3H""","=""4""","=""6d3.7p""","=""5G*""","=""3""",9,7,,"=""""","=""L5951""",
Th,2,"=""552.42188""","=""0.00004""","=""230""","=""""","=""""",,"=""2.05375230""","=""4.29750436""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""11/2""","=""5f.6d.(3H*).7p""","=""4I""","=""11/2""",12,12,,"=""""","=""L5951""",
Th,1,"=""552.458262""","=""0.000012""","=""1100""","=""""","=""""",,"=""1.633505867""","=""3.877110085""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L18702""",
Th,2,"=""552.46305""","=""0.00004""","=""180""","=""""","=""""",,"=""0.770374622""","=""3.01395950""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""",10,12,,"=""""","=""L5951""",
Th,1,"=""552.51578""","=""0.00005""","=""110""","=""""","=""""",,"=""2.715676522""","=""4.95904719""","=""5f.6d2.7s""","=""5H*""","=""7""","=""""","=""""","=""6""",15,13,,"=""""","=""L5951""",
Th,1,"=""552.5799""","=""0.0003""","=""16""","=""""","=""""",,"=""2.360554170""","=""4.60366325""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""552.60950""","=""0.00024""","=""25""","=""""","=""""",,"=""2.419797174""","=""4.66278458""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L12239""",
Th,1,"=""552.62413""","=""0.00024""","=""26""","=""""","=""""",,"=""2.857768661""","=""5.10069986""","=""""","=""*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L12239""",
Th,1,"=""552.63134""","=""0.00009""","=""32""","=""""","=""""",,"=""2.080931827""","=""4.32383353""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""552.64365""","=""0.00009""","=""39""","=""""","=""""",,"=""1.761104381""","=""4.00395603""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L5951""",
Th,1,"=""552.65315""","=""0.00005""","=""130""","=""""","=""""",,"=""2.080931827""","=""4.32374478""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""552.6983""","=""0.0003""","=""8""","=""""","=""""",,"=""2.594012580""","=""4.83664586""","=""""","=""*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""552.7074""","=""0.0003""","=""16""","=""""","=""""",,"=""2.769682369""","=""5.01227653""","=""5f.6d2.7s""","=""5G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L3552""",
Th,1,"=""552.729515""","=""0.000021""","=""530""","=""""","=""""",,"=""1.761433209""","=""4.003936309""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L18702""",
Th,1,"=""552.74832""","=""0.00006""","=""67*""","=""""","=""""",,"=""1.793458939""","=""4.03588578""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""552.74832""","=""0.00006""","=""67*""","=""""","=""""",,"=""2.158716703""","=""4.40114342""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""552.80039""","=""0.00007""","=""56*""","=""""","=""""",,"=""2.026726250""","=""4.26894195""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
Th,2,"=""552.80039""","=""0.00007""","=""56*""","=""""","=""""",,"=""2.489685598""","=""4.73190110""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,1,"=""552.822750""","=""0.000018""","=""560""","=""""","=""""",,"=""1.472664364""","=""3.71478941""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L18702""",
Th,1,"=""552.83059""","=""0.00006""","=""66""","=""""","=""""",,"=""2.613233808""","=""4.85532658""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L5951""",
Th,1,"=""552.87281""","=""0.00009""","=""33""","=""""","=""""",,"=""3.149838693""","=""5.39176060""","=""5f.6d.7s.7p""","=""5H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
Th,1,"=""552.90973""","=""0.00003""","=""250""","=""""","=""""",,"=""2.169869268""","=""4.41164156""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
Th,1,"=""552.9472""","=""0.0003""","=""23""","=""""","=""""",,"=""2.238363337""","=""4.47998327""","=""6d.7s2.7p""","=""3F*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L12239""",
Th,2,"=""552.9651""","=""0.0004""","=""37""","=""""","=""""",,"=""3.27621698""","=""5.51776576""","=""5f.(2F*).6d2.(3P)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,2,"=""552.9781""","=""0.0003""","=""14""","=""""","=""""",,"=""2.60240434""","=""4.84390016""","=""5f.(2F*).6d2.(1D)""","=""*""","=""9/2""","=""5f2.(3F).6d""","=""""","=""7/2""",10,8,,"=""""","=""L12239""",
Th,1,"=""553.00764""","=""0.00005""","=""130""","=""""","=""""",,"=""1.0910919079""","=""3.332467345""","=""6d3.(4F).7s""","=""5F""","=""4""","=""6d2.7s.7p""","=""3G*""","=""3""",9,7,,"=""""","=""L5951""",
Th,2,"=""553.06978""","=""0.00004""","=""220""","=""""","=""""",,"=""1.204129814""","=""3.44525339""","=""6d2.(1G).7s""","=""2G""","=""7/2""","=""5f.(2F*).6d2.(1G)""","=""*""","=""9/2""",8,10,,"=""""","=""L5951""",
Th,1,"=""553.0843""","=""0.0003""","=""16""","=""""","=""""",,"=""2.332128677""","=""4.57319351""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""553.1483""","=""0.0003""","=""8""","=""""","=""""",,"=""2.421710998""","=""4.66251694""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""553.15722""","=""0.00009""","=""39""","=""""","=""""",,"=""3.062539110""","=""5.30330829""","=""""","=""*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L5951""",
Th,2,"=""553.2179""","=""0.0004""","=""110""","=""""","=""""",,"=""2.564755353""","=""4.80527811""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.(1D).7s""","=""""","=""3/2""",6,4,,"=""""","=""L2372""",
Th,1,"=""553.2481""","=""0.0003""","=""8""","=""""","=""""",,"=""1.936507287""","=""4.17690917""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L3552""",
Th,1,"=""553.2680""","=""0.0003""","=""13""","=""""","=""""",,"=""2.790642114""","=""5.03095824""","=""6d2.7s.7p""","=""5P*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L12239""",
Th,1,"=""553.27830""","=""0.00015""","=""140""","=""""","=""""",,"=""0.0000000000""","=""2.240278611""","=""6d2.7s2""","=""3F""","=""2""","=""6d.7s2.7p""","=""1F*""","=""3""",5,7,,"=""""","=""L12239""",
Th,2,"=""553.31464""","=""0.00004""","=""150""","=""""","=""""",,"=""1.345888603""","=""3.58602031""","=""6d3""","=""""","=""7/2""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""",8,6,,"=""""","=""L5951""",
Th,1,"=""553.32175""","=""0.00004""","=""170""","=""""","=""""",,"=""1.728997759""","=""3.969100925""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,1,"=""553.32524""","=""0.00004""","=""160""","=""""","=""""",,"=""0.6897416420""","=""2.92983046""","=""6d3.(4F).7s""","=""5F""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L5951""",
Th,1,"=""553.3467""","=""0.0003""","=""40""","=""""","=""""",,"=""1.920914392""","=""4.16091642""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""553.36080""","=""0.00009""","=""25""","=""""","=""""",,"=""2.151700954""","=""4.39164486""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L5951""",
Th,1,"=""553.3963""","=""0.0003""","=""32""","=""""","=""""",,"=""2.080931827""","=""4.32073257""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
Th,1,"=""553.4439""","=""0.0003""","=""40""","=""""","=""""",,"=""2.157126090""","=""4.39673440""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
Th,1,"=""553.45862""","=""0.00009""","=""28""","=""""","=""""",,"=""2.318457821""","=""4.55800651""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""553.5696""","=""0.0003""","=""12""","=""""","=""""",,"=""3.062539110""","=""5.30163937""","=""""","=""*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L12239""",
Th,1,"=""553.59711""","=""0.00004""","=""230""","=""""","=""""",,"=""0.7888365657""","=""3.027825377""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
Th,1,"=""553.63321""","=""0.00007""","=""54""","=""""","=""""",,"=""3.121927628""","=""5.36077031""","=""5f.6d2.7s""","=""*""","=""7""","=""""","=""""","=""6""",15,13,,"=""""","=""L5951""",
Th,1,"=""553.6430""","=""0.0003""","=""18""","=""""","=""""",,"=""2.285237890""","=""4.52403756""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L12239""",
Th,1,"=""553.69801""","=""0.00005""","=""110""","=""""","=""""",,"=""2.418081613""","=""4.65666228""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,2,"=""553.71307""","=""0.00003""","=""300""","=""""","=""""",,"=""1.140935457""","=""3.379455706""","=""5f.6d.(1G*).7s""","=""2G*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""7/2""",8,8,,"=""""","=""L5951""",
Th,1,"=""553.755671""","=""0.000025""","=""440""","=""""","=""""",,"=""0.6151672932""","=""2.853515099""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L18702""",
Th,2,"=""553.7663""","=""0.0004""","=""7""","=""""","=""""",,"=""3.60737787""","=""5.84568117""","=""5f.(2F*).6d2.(1D)""","=""*""","=""5/2""","=""5f.6d.7p""","=""""","=""3/2""",6,4,,"=""""","=""L2372""",
Th,1,"=""553.7749""","=""0.0003""","=""8""","=""""","=""""",,"=""0.3557427977""","=""2.594012580""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
Th,1,"=""553.7842""","=""0.0003""","=""16""","=""""","=""""",,"=""2.419797174""","=""4.65802953""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L12239""",
Th,2,"=""553.84937""","=""0.00004""","=""190""","=""""","=""""",,"=""0.908988342""","=""3.14695730""","=""5f.6d.(3F*).7s""","=""4F*""","=""5/2""","=""6d3""","=""""","=""3/2""",6,4,,"=""""","=""L5951""",
Th,1,"=""553.85212""","=""0.00006""","=""64""","=""""","=""""",,"=""1.728997759""","=""3.966955146""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,1,"=""553.860821""","=""0.000015""","=""770""","=""""","=""""",,"=""0.4572521355""","=""2.695174721""","=""6d2.7s2""","=""""","=""2""","=""5f.6d2.7s""","=""5G*""","=""2""",5,5,,"=""""","=""L18702""",
Th,1,"=""553.926178""","=""0.000003""","=""14000""","=""""","=""""",,"=""1.215641081""","=""3.453299761""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L18702""",
Th,2,"=""553.991055""","=""0.000008""","=""1700""","=""""","=""""",,"=""1.188438671""","=""3.42583528""","=""5f.6d.(3G*).7s""","=""4G*""","=""5/2""","=""5f.7s.(3F*).7p""","=""""","=""3/2""",6,4,,"=""""","=""L18702""",
Th,2,"=""554.0102""","=""0.0004""","=""60""","=""""","=""""",,"=""2.49458139""","=""4.73190110""","=""5f.(2F*).6d2.(3P)""","=""*""","=""5/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,1,"=""554.0380""","=""0.0003""","=""8""","=""""","=""""",,"=""2.519639824""","=""4.75684936""","=""5f.6d.7s2""","=""1H*""","=""5""","=""6d4""","=""""","=""4""",11,9,,"=""""","=""L3552""",
Th,1,"=""554.114675""","=""0.000025""","=""470""","=""""","=""""",,"=""0.902620242""","=""3.139517852""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L18702""",
Th,1,"=""554.1294""","=""0.0003""","=""22""","=""""","=""""",,"=""2.151700954""","=""4.38854282""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L12239""",
Th,1,"=""554.15816""","=""0.00003""","=""340""","=""""","=""""",,"=""0.6897416420""","=""2.926463589""","=""6d3.(4F).7s""","=""5F""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
Th,1,"=""554.19357""","=""0.00004""","=""220""","=""""","=""""",,"=""1.438344449""","=""3.67492346""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L5951""",
Th,1,"=""554.2027""","=""0.0003""","=""24""","=""""","=""""",,"=""2.421710998""","=""4.65825156""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L3552""",
Th,2,"=""554.2472""","=""0.0004""","=""37""","=""""","=""""",,"=""3.94272148""","=""6.17908217""","=""5f.(2F*).6d2.(1D)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",8,10,,"=""""","=""L2372""",
Th,1,"=""554.24723""","=""0.00009""","=""27""","=""""","=""""",,"=""1.920524884""","=""4.15688760""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""554.27572""","=""0.00009""","=""27""","=""""","=""""",,"=""2.87482347""","=""5.11106986""","=""5f.(2F*).6d2.(1G)""","=""*""","=""13/2""","=""5f.6d.(3H*).7p""","=""""","=""11/2""",14,12,,"=""""","=""L5951""",
Th,1,"=""554.289013""","=""0.000006""","=""2400""","=""""","=""""",,"=""1.305125170""","=""3.541319107""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L18702""",
Th,2,"=""554.3373""","=""0.0003""","=""14""","=""""","=""""",,"=""1.903142570""","=""4.13914169""","=""5f.6d.(3G*).7s""","=""4G*""","=""11/2""","=""5f2.(3F).7s""","=""""","=""9/2""",12,10,,"=""""","=""L12239""",
Th,1,"=""554.34724""","=""0.00007""","=""47""","=""""","=""""",,"=""2.486474731""","=""4.72243376""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
Th,2,"=""554.3672""","=""0.0004""","=""15""","=""""","=""""",,"=""4.20332265""","=""6.43920460""","=""6d2.(1G).7p""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",8,6,,"=""""","=""L2372""",
Th,1,"=""554.4252""","=""0.0003""","=""32""","=""""","=""""",,"=""2.833695961""","=""5.06934167""","=""""","=""*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L3552""",
Th,1,"=""554.4385""","=""0.0003""","=""24""","=""""","=""""",,"=""1.980039530""","=""4.21562743""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
Th,2,"=""554.4405""","=""0.0004""","=""30""","=""""","=""""",,"=""1.803419255""","=""4.03900208""","=""5f.6d.(3D*).7s""","=""4D*""","=""5/2""","=""5f.7s.(1F*).7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,1,"=""554.4543""","=""0.0003""","=""16""","=""""","=""""",,"=""2.212755599""","=""4.44828182""","=""5f.6d.7s2""","=""3P*""","=""2""","=""6d4""","=""""","=""2""",5,5,,"=""""","=""L3552""",
Th,1,"=""554.4879""","=""0.0003""","=""8""","=""""","=""""",,"=""2.158716703""","=""4.39411168""","=""6d.7s2.7p""","=""3D*""","=""3""","=""6d4""","=""""","=""3""",7,7,,"=""""","=""L3552""",
Th,2,"=""554.5323""","=""0.0004""","=""30""","=""""","=""""",,"=""4.81850284""","=""7.05371920""","=""5f.6d.(3H*).7p""","=""""","=""5/2""","=""5f2.7p? ""","=""*""","=""5/2""",6,6,,"=""""","=""L2372""",
Th,1,"=""554.58059""","=""0.00005""","=""100""","=""""","=""""",,"=""0.902620242""","=""3.137638544""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
Th,2,"=""554.61204""","=""0.00003""","=""260""","=""""","=""""",,"=""0.868065592""","=""3.10295710""","=""6d3""","=""""","=""3/2""","=""5f.(2F*).6d2.(3P)""","=""*""","=""1/2""",4,2,,"=""""","=""L5951""",
Th,2,"=""554.6494""","=""0.0003""","=""14""","=""""","=""""",,"=""2.489685598""","=""4.72442698""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""","=""5f2.(3P).7s""","=""""","=""5/2""",8,6,,"=""""","=""L12239""",
Th,1,"=""554.66265""","=""0.00025""","=""30""","=""""","=""""",,"=""2.444104358""","=""4.67879119""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L12239""",
Th,1,"=""554.71340""","=""0.00004""","=""210""","=""""","=""""",,"=""1.716904709""","=""3.95138787""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""554.76554""","=""0.00009""","=""40""","=""""","=""""",,"=""2.240278611""","=""4.47455170""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,2,"=""554.7824""","=""0.0004""","=""22""","=""""","=""""",,"=""1.947896157""","=""4.18210295""","=""5f.6d.(3D*).7s""","=""2D*""","=""3/2""","=""5f2.(1D).7s""","=""""","=""5/2""",4,6,,"=""""","=""L2372""",
Th,1,"=""554.817596""","=""0.000004""","=""5100""","=""""","=""""",,"=""0.7888365657""","=""3.022900075""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L18702""",
Th,1,"=""554.83788""","=""0.00004""","=""140""","=""""","=""""",,"=""1.501989980""","=""3.735971992""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
Th,2,"=""554.8516""","=""0.0004""","=""150""","=""""","=""""",,"=""2.688318087""","=""4.92224499""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""5/2""",8,6,,"=""""","=""L2372""",
Th,1,"=""555.0033""","=""0.0003""","=""10""","=""""","=""""",,"=""2.532190560""","=""4.76550813""","=""6d.7s2.7p""","=""3P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L12239""",
Th,1,"=""555.0988""","=""0.0003""","=""16""","=""""","=""""",,"=""2.624137715""","=""4.85707046""","=""5f.6d.7s2""","=""3D*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
